sentence_id,words,labels
3662,Acobamba,I-LOC
1880,Putina,I-LOC
398,.,O
1018,.,O
1071,Castilla,I-PER
1617,Pachantin,I-ORG
1351,.,O
639,(,I-ORG
871,Pachantin,I-ORG
1262,.,O
1265,-,O
922,(,O
3079,Puka,B-LOC
1737,Piruwanu,B-ORG
3173,Cortegana,B-LOC
3349,distritu,I-LOC
792,kaynin,I-ORG
4109,Tapuq,B-LOC
1382,suyukuna,I-ORG
5430,quta,I-LOC
40,van,I-PER
5241,Betances,I-PER
4079,Cerro,I-LOC
123,Hayt'ay,I-ORG
357,14,O
128,llaqta,I-ORG
1350,Alcides,I-PER
5209,Stephan,I-PER
1398,PUSAPUNA,O
1548,Thomas,B-PER
4182,nos,I-LOC
4424,Kuntralmiranti,B-LOC
3335,Sebastián,I-LOC
2479,Villa,B-LOC
1371,walla,I-ORG
897,Kupa,I-ORG
5356,Walla,I-LOC
1835,suyu,I-LOC
3722,Ullqumayu,B-LOC
1421,Nasa,I-LOC
2261,m,O
1365,',O
1868,II,I-PER
270,runakunap,I-ORG
2821,distritu,I-LOC
782,',O
1470,Wasi,I-ORG
3439,Iskuchaka,B-LOC
2770,Toribio,I-LOC
3916,Santa,B-LOC
1712,Piluta,B-ORG
2344,',O
420,Piluta,B-ORG
4061,Márquez,I-LOC
1225,2,O
4462,La,B-LOC
2471,Pumaquchamantapas,B-LOC
1921,',O
29,Kuntur,B-LOC
1718,-,O
210,',O
1153,',O
609,Tarapaka,B-LOC
2159,11,O
5218,Cabral,I-PER
326,PUSAPUNA,O
5432,Pichqa,B-LOC
4508,Carloscha,B-PER
1652,carunculatus,O
3692,distritu,I-LOC
3139,Kanarya,B-LOC
2348,pruwinsya,I-LOC
2822,Samanco,B-LOC
4893,Elba,B-PER
2193,llaqtanqa,I-LOC
624,Muhamadsi,B-PER
2970,distritu,I-LOC
5318,Peñaloza,I-PER
1010,Otaria,O
1003,sp,O
2662,Santiago,B-LOC
137,(,O
1690,Kupa,I-ORG
897,Piluta,B-ORG
1952,Pisarruta,B-PER
2105,waqar,I-LOC
750,Pachantin,I-ORG
3355,Virgen,I-LOC
4991,Hanna,B-PER
4328,Sisamanta,I-LOC
233,Kumunista,I-ORG
4252,Rusaspata,B-LOC
4655,Carlos,B-PER
731,',O
1314,.,O
2949,distritu,I-LOC
1074,',O
2505,Piwra,B-LOC
2741,distritu,I-LOC
391,Qullqi,I-ORG
220,Pachantin,I-ORG
2226,(,O
284,PUSAPUNA,O
1835,Muqiwa,B-LOC
2344,y,I-PER
1763,.,O
4016,Balsa,B-LOC
5101,Leoncio,B-PER
2742,Pira,B-LOC
2318,',O
24,Hayt'ay,I-ORG
430,Yachay,I-ORG
2164,Isqun,B-LOC
1472,Bobby,B-PER
2574,María,I-LOC
1384,.,O
4230,Makusani,B-LOC
2233,Wamanqapi,B-ORG
305,Kamasqa,O
2248,PUSAPUNA,O
4683,Weber,I-PER
5247,Leoncio,I-PER
4853,Maccioti,I-PER
2181,Napu,I-ORG
1668,.,O
5277,Apraham,I-PER
1881,Mar,I-PER
4682,Villafánwan,I-PER
1378,Zoff,I-PER
5310,Hugopa,I-PER
73,Justus,B-PER
2204,Manawi,B-LOC
1650,Kupa,I-ORG
2065,John,B-PER
563,),O
524,Qullu,I-LOC
172,Humboldtpa,I-PER
577,Caesar,I-PER
85,),O
309,Emil,B-PER
1873,Edwin,B-PER
1140,Pachantin,I-ORG
3798,distritu,I-LOC
4550,Antuka,I-PER
5038,Miltonpa,I-PER
3104,Saysa,B-LOC
4917,Rudolf,I-PER
4954,Francisco,B-PER
2845,Grau,B-LOC
3659,distritu,I-LOC
1427,',O
3938,Matukana,B-LOC
3868,Jayanca,B-LOC
2863,Paqucha,B-LOC
106,===,O
3095,Llawta,B-LOC
2138,",",O
2982,Antawa,B-LOC
143,nycticorax,O
2259,(,O
2682,pruwinsya,I-LOC
2391,',O
1911,William,B-PER
2723,distritu,I-LOC
3911,distritu,I-LOC
3303,Warukuntu,B-LOC
5386,ayllu,I-LOC
400,sechurae,O
1493,.,O
3979,Ayawqa,B-LOC
1261,Piluta,B-ORG
2381,Wankawillka,B-LOC
473,Mar,I-LOC
719,Panaka,O
2159,.,O
1107,.,O
4737,Harry,B-PER
1530,Hayt'ay,I-ORG
3364,distritu,I-LOC
1547,Anti,B-LOC
2941,distritu,I-LOC
575,Kupa,I-ORG
1201,lagothricha,O
1772,715,O
132,1982,I-ORG
2289,1896-1981,O
2222,'3,O
2376,',O
170,llaqtam,O
2408,Hayt'ay,I-ORG
4728,Velasco,I-PER
953,.,O
5173,Ángel,I-PER
1990,Qhichwa,B-ORG
4762,Bianchi,I-PER
5058,José,B-PER
3797,Husiy,I-LOC
4751,Trinidad,I-PER
321,PUSAPUNA,O
1696,Carl,B-PER
1229,',O
504,lagopus,O
1009,Hayt'ay,I-ORG
2443,Ansaltu,B-LOC
1558,',O
1188,Prado,I-PER
119,),I-ORG
2370,",",O
4341,Lamas,B-LOC
1660,.,O
3449,Wachuqullpa,B-LOC
194,2006,I-ORG
1852,pruwinsya,I-LOC
973,3,O
2406,Qhapaq,I-PER
2676,punku,I-LOC
4659,Guerra,I-PER
2230,PUSAPUNA,O
1938,Clive,B-PER
1495,.,O
2725,distritu,I-LOC
370,'Circus,O
2591,Cuispes,B-LOC
1274,',O
873,(,O
119,Buliwya,I-ORG
1185,1998,I-ORG
2164,ñiqin,I-LOC
1676,Pachantin,I-ORG
3182,Chalan,B-LOC
1492,Rapa,B-ORG
4101,Carrión,I-LOC
1714,de,I-ORG
5152,Rutte,I-PER
1096,),O
2357,Piluta,B-ORG
3217,distritu,I-LOC
4344,San,B-LOC
238,6-I-1852,O
5169,Rosalba,I-PER
1763,Kamasqa,O
666,Pawlu,I-PER
5293,Alvarado,I-PER
2985,Chachas,B-LOC
4615,Mamani,I-PER
590,pruwinsya,I-LOC
645,Pepe,I-PER
1188,',O
259,Chumpiwillka,I-LOC
1263,Ronaldinho,B-PER
1978,Antikuna,B-LOC
2047,Kay,O
609,suyu,I-LOC
4700,Alberto,B-PER
2432,Abe,I-PER
151,Adolfo,B-PER
3483,Waripampa,B-LOC
2271,Šuker,I-PER
5275,Belalcázarpa,I-PER
1314,Juan,B-PER
707,Fe,I-LOC
3311,distritu,I-LOC
1026,.,O
2619,Nieva,B-LOC
3207,Quntumasa,B-LOC
432,(,O
1075,munisipyu,I-LOC
1121,',O
348,Chilipi,B-ORG
817,sach'a-sach'a,I-LOC
745,.,O
1864,nispa,O
2303,Pachantin,I-ORG
116,José,B-PER
3734,P'allqamayu,B-LOC
742,",",O
461,Pachantin,I-ORG
2184,/,O
3881,Waruchiri,B-LOC
542,(,I-LOC
928,',O
2235,Kupa,I-ORG
1846,.,O
1231,Mayupura,B-LOC
167,.,O
1524,interim,O
1540,',O
3924,Qaraq,B-LOC
3743,Muruqucha,B-LOC
502,Italya,B-LOC
874,suyu,I-LOC
151,colaboración,O
5088,Ribeyro,I-PER
909,Qullqi,I-ORG
1988,llaqta,I-ORG
1473,llaqtapi,O
2649,Benavides,I-LOC
802,Kopa,I-PER
472,Asway,I-ORG
1757,kaynin,I-ORG
2033,Bolívarmantam,I-PER
5308,Sáenz,I-PER
473,distritu,I-LOC
712,Rinri,B-ORG
1184,",",O
4346,distritu,I-LOC
4648,Velásquez,I-PER
1698,Kashamarka,B-LOC
39,',O
4587,Kathuliku,I-ORG
4967,de,I-PER
1701,Pachantin,I-ORG
2048,Suchu,B-ORG
5051,Orozco,I-PER
1370,.,O
672,",",O
952,Sebastian,I-PER
1321,',O
3074,distritu,I-LOC
2307,Pedro,B-LOC
1296,Mario,B-PER
863,Hoff,I-PER
2314,",",O
5269,Shafiishuna,I-PER
2230,San,B-LOC
5001,Orlando,I-PER
109,Beni,B-LOC
2166,parki,I-ORG
234,Podocarpus,B-ORG
1580,.,O
3134,distritu,I-LOC
3558,Yanajankamanta,I-LOC
4464,Tuqucha,B-LOC
3230,Chuntali,B-LOC
1665,),O
426,Pachantin,I-ORG
377,Luis,B-PER
1471,hirculus,O
3261,Nanchuq,B-LOC
651,pili,I-LOC
5036,Eliza,I-PER
2233,Mama,I-ORG
327,',O
3587,Tampu,I-LOC
2326,de,I-PER
504,'Ochroma,O
4337,Alvarado,I-LOC
1420,',O
25,willkachasqa,I-ORG
2390,Wallqa,B-LOC
4685,de,I-PER
1644,1970,I-ORG
3934,Lanka,B-LOC
2236,.,O
1103,',O
5191,Nikola,B-PER
3216,distritu,I-LOC
837,Alfredo,B-PER
3249,distritu,I-LOC
3853,Etén,I-LOC
2958,Yanawara,B-LOC
3323,Pawlu,I-LOC
118,Bolívar,B-LOC
5230,Teodoro,B-PER
588,pinkuyllu,I-ORG
2964,distritu,I-LOC
1218,Pachantin,I-ORG
4061,Padre,B-LOC
2441,de,I-PER
3552,Luyantu,B-LOC
4860,Cameron,I-PER
5084,Codesido,I-PER
4190,Checa,I-LOC
80,',O
2401,T'uru,B-ORG
5425,Kunu,B-LOC
2703,Akya,B-LOC
2648,Longar,B-LOC
3843,Etén,B-LOC
4327,Yaku,I-LOC
5175,y,I-PER
2297,Millma,B-LOC
2332,(,O
373,amachasqa,I-ORG
1031,Purus,I-ORG
2111,",",O
1102,Pachantin,I-ORG
2786,Qarwapampa,B-LOC
5099,Argüello,I-PER
780,Orbegoso,I-PER
139,",",O
2092,pruwinsya,I-LOC
3971,Wiqita,B-LOC
1634,Andrew,B-PER
1401,Rit'i,B-PER
4079,pruwinsya,I-LOC
88,Lothar,B-PER
3358,distritu,I-LOC
708,Dales,I-ORG
2652,San,B-LOC
3892,Qupa,B-LOC
4900,Eloy,B-PER
890,',O
5356,Anqas,B-LOC
2460,Wankayu,B-LOC
1323,Ripuwlika,I-LOC
458,.,O
2715,Qurpanki,B-LOC
377,de,I-PER
3321,Pitumarka,B-LOC
1577,pruwinsya,I-LOC
1264,gryphus,O
921,George,B-PER
1269,',O
2171,),I-LOC
4451,Masisea,B-LOC
1958,Carlos,B-PER
1067,Wankawillka,I-LOC
1428,',O
1876,",",O
2037,1899-1982,O
3231,distritu,I-LOC
210,tunqur,I-ORG
1889,Portoviejo,B-LOC
853,wat'a,I-LOC
1076,pyramidalis,O
4561,Willka,B-PER
1635,.,O
4596,Hans,I-PER
1433,Tukuy,B-ORG
4582,Ingenieria,B-ORG
1136,Illinisa,B-ORG
399,Plate,I-ORG
3103,Lusiya,I-LOC
3046,Chuschi,B-LOC
4577,Sunturnin,I-ORG
2151,Hayt'ay,I-ORG
2345,pruwinsya,I-LOC
2836,Killu,B-LOC
1162,',O
4953,Franco,I-PER
5370,llaqta,I-LOC
1986,',O
485,Awya,I-LOC
3224,distritu,I-LOC
87,",",O
2566,de,I-LOC
5152,Mark,B-PER
626,suyu,I-ORG
4970,Genaro,B-PER
3448,Quwinqa,B-LOC
930,Potosí,I-ORG
3908,Imperial,I-LOC
4258,Qhawanilla,B-LOC
3061,Uchuytampu,B-LOC
2937,y,I-LOC
4680,Alberto,B-PER
1640,como,O
2374,',O
1767,suyup,I-ORG
2403,kancha,I-ORG
4368,Soplín,I-LOC
3955,Utaw,B-LOC
5099,Leopoldo,B-PER
3352,Santa,B-LOC
5306,Corazao,I-PER
3325,distritu,I-LOC
4650,Maldonadopa,I-PER
4571,Llaqta,B-ORG
869,',O
4296,Inampari,I-LOC
3166,Llaqanura,B-LOC
2186,Sankay,B-ORG
496,Chuqichaka,I-LOC
5290,de,I-PER
3244,José,I-LOC
382,tarakuna,I-ORG
1883,',O
72,PUSAPUNA,O
1135,),I-LOC
3555,Chulun,B-LOC
3398,Qaqa,B-LOC
3593,distritu,I-LOC
1615,mamallaqta,I-ORG
1184,suyu,I-LOC
5268,Machel,I-PER
944,en,O
4379,Guerra,I-LOC
1681,mama,I-LOC
2020,Tumipampa,B-LOC
5374,mama,I-LOC
1342,Merced,I-LOC
2243,',O
3421,Tantara,B-LOC
2816,Chimputi,B-LOC
3788,Paranday,B-LOC
2519,distritu,I-LOC
390,Chilipi,B-ORG
2781,Mushqa,B-LOC
4231,Qurani,B-LOC
1587,llaqta,I-LOC
1079,',O
245,Chila,B-ORG
4107,Pillao,I-LOC
5229,Nonato,B-PER
581,Antikuna,B-LOC
478,),O
1501,Tupaq,B-PER
365,Domingo,B-PER
3016,distritu,I-LOC
324,",",O
2358,Mama,B-ORG
141,Piruw,B-ORG
5369,sach'a,I-LOC
2687,Luzuriaga,I-LOC
1149,Wasin,I-ORG
2146,),O
971,Qhichwa,B-ORG
4950,Azpilicueta,I-PER
1208,mama,I-LOC
2265,Kupa,I-ORG
157,Partidu,I-ORG
224,Pizarro,I-PER
4408,Lanchipa,I-LOC
1558,.,O
1383,',O
2635,distritu,I-LOC
1812,Kutupaksi,B-ORG
1527,Laurent,I-PER
5194,Alonso,I-PER
2092,K'ayruma,B-LOC
1540,',O
3746,Rosa,I-LOC
3379,distritu,I-LOC
2338,Topeka,B-LOC
3073,Lluchiwa,B-LOC
1695,Humphrey,B-PER
3353,Uqupampa,B-LOC
713,Pizarro,I-PER
729,sutiyuqmantam,O
781,Suntur,I-ORG
2050,Calderón,I-PER
1073,Cunha,I-PER
4882,Espino,I-PER
2186,llaqta,I-ORG
3399,Rosario,B-LOC
844,.,O
4590,Elías,I-PER
83,Antikuna,B-LOC
2934,Alegre,I-LOC
981,Monti,I-PER
352,yachay,I-ORG
421,Amboró,B-ORG
4556,Evaristo,B-PER
1877,Suntur,I-ORG
5198,Oliver,B-PER
1535,',O
1025,Jovellanos,I-PER
5071,Aramburu,I-PER
3764,Chuqupi,B-LOC
944,colaboración,O
2194,),O
443,10,O
3484,Punku,I-LOC
1624,Raqch'ipi,B-LOC
1101,awqansi,O
133,Caesar,I-PER
4648,Ana,B-PER
111,Ichhu,B-LOC
3113,Rawakayku,B-LOC
923,),O
1152,1998,I-ORG
3258,distritu,I-LOC
2355,.,O
2504,Puerto,B-LOC
2209,',O
2112,),I-ORG
1101,',O
3416,Kapillas,B-LOC
403,Isiboro,B-ORG
1214,runakunap,I-ORG
1649,nycticorax,O
1031,kancha,I-ORG
1075,",",O
249,Noemi,B-PER
2078,Piluta,B-ORG
693,Kupa,I-ORG
3063,Wamanqa,B-LOC
737,Yura,B-LOC
5031,Jesus,B-PER
3213,Cutervo,B-LOC
2133,Hayt'ay,I-ORG
4094,Ilu,B-LOC
317,(,O
1840,urqu,I-LOC
5350,Manu,B-LOC
37,Simonsen,I-PER
2968,distritu,I-LOC
2133,2014,I-ORG
3300,Mullipata,B-LOC
1952,",",O
1668,Chrysocyon,O
360,Utishi,B-ORG
4784,Valdéstam,I-PER
3244,San,B-LOC
3345,Yawri,B-LOC
4380,distritu,I-LOC
2567,Porres,I-LOC
42,Stanford,B-ORG
2711,distritu,I-LOC
995,kiti,I-LOC
999,Chinchay,B-LOC
2462,Akobambamantam,B-LOC
1586,.,O
2150,José,B-PER
984,``,I-LOC
2153,amachasqa,I-ORG
3005,Qallalli,B-LOC
4303,Quri,I-LOC
2921,distritu,I-LOC
1612,",",O
1912,llaqta,I-ORG
1852,Kashapampa,B-LOC
5413,qucha,I-LOC
5153,Marqués,B-PER
3881,pruwinsya,I-LOC
5085,Laurido,I-PER
573,.,O
1766,Piluta,B-ORG
5418,Aqupiya,B-LOC
4888,Rodríguez,I-PER
1561,',O
341,.,O
1310,'Prosopis,O
1457,Compostela,I-LOC
2334,Kupa,I-ORG
971,Suntur,I-ORG
4814,Edelmira,I-PER
1272,',O
1956,rikchasapa,I-PER
2783,distritu,I-LOC
4379,Juan,B-LOC
400,.,O
129,Suntur,I-ORG
4336,de,I-LOC
1582,Magalhães,I-PER
892,",",O
5050,Castro,I-PER
2209,Philander,O
2013,Kupa,I-ORG
5416,Pallqa,B-LOC
875,",",O
2120,Asway,I-LOC
381,Belisario,B-LOC
1039,Johann,B-PER
2584,distritu,I-LOC
2860,distritu,I-LOC
776,2014,I-ORG
5392,amachana,I-LOC
4433,Jacinto,I-LOC
1126,melanoleuca,O
5048,Isaacs,I-PER
1284,(,I-LOC
3051,distritu,I-LOC
652,',O
379,.,O
5012,Gómez,B-PER
1228,VI,I-PER
5383,Quchas,I-LOC
2524,distritu,I-LOC
4702,Alberto,B-PER
4988,Emilio,B-PER
740,Piluta,B-ORG
3429,Merced,I-LOC
4403,Ilawaya,B-LOC
1369,llaqta,I-ORG
2025,Urquqa,I-LOC
1716,Simón,B-PER
4761,Carlos,B-PER
1424,.,O
2205,Giza,B-ORG
19,Atlántico,B-ORG
5359,willkachasqa,I-LOC
1790,Kupa,I-ORG
3564,Codo,B-LOC
802,.,O
701,Herencia,I-PER
3984,Qatawasi,B-LOC
3846,distritu,I-LOC
1614,.,O
1138,),I-LOC
2745,Ulliru,B-LOC
3539,Yakus,B-LOC
3337,Saylla,B-LOC
1374,Mozart,I-PER
5392,Pukyu,B-LOC
64,',O
960,Santu,B-LOC
2208,),I-LOC
1418,willkachasqa,I-ORG
1631,suyu,I-LOC
1109,.,O
1636,Mamallaqtap,I-ORG
2241,Las,B-LOC
966,walla,I-LOC
1455,Piluta,B-ORG
1190,yanapaqninsi,O
4180,la,I-LOC
3157,pruwinsya,I-LOC
4198,Pariñas,B-LOC
4947,de,I-PER
732,',O
347,PUSAPUNA,O
2890,Suraya,B-LOC
1210,),O
2373,.,O
5030,Jerónimo,B-PER
173,',O
981,Luis,B-PER
4867,Grez,I-PER
1704,Tarika,B-LOC
1662,",",O
4758,Camilo,B-PER
2862,distritu,I-LOC
5044,Eduardo,I-PER
1266,melanops,O
2417,amaru,I-ORG
3034,Turu,B-LOC
4574,Marka,I-ORG
3223,Domingo,I-LOC
1314,Antonio,I-PER
2404,',O
4160,Murrupun,B-LOC
1285,crispus,O
2328,Martin,B-PER
3724,Llaylla,B-LOC
5025,Adelmar,I-PER
144,Tikina,B-LOC
1922,Amarumayu,I-LOC
2656,Chunwa,B-LOC
4973,Chávez,I-PER
732,.,O
2226,/,O
1808,.,O
193,1998,I-ORG
4238,P'isaq,B-LOC
2756,de,I-LOC
862,San,I-ORG
1816,Frailes,I-LOC
5250,Robert,B-PER
888,Tirul,I-LOC
4532,Antukapapim,B-PER
5372,mama,I-LOC
4634,Nye,I-PER
3553,distritu,I-LOC
5069,Alberto,I-PER
228,Mateo,I-LOC
294,Andrés,B-PER
1568,Buena,B-LOC
954,',O
4828,Ayeesha,I-PER
4761,Soberón,I-PER
131,Chakamarka,B-ORG
38,Pedro,I-LOC
3221,de,I-LOC
2319,',O
1826,risirwa,I-ORG
1318,(,I-LOC
1707,O'Higgins,I-ORG
5109,María,I-PER
2596,distritu,I-LOC
1703,.,O
146,Ismael,B-ORG
2167,Arenas,I-PER
2172,Piluta,B-ORG
4366,Unidos,I-LOC
3069,Sanku,B-LOC
951,Yala,I-LOC
5071,Juan,B-PER
848,Barcelona,I-ORG
2203,.,O
3949,Krus,I-LOC
3484,Tintay,B-LOC
2078,1998,I-ORG
920,Amutapi,B-ORG
757,1986,I-ORG
3579,pruwinsya,I-LOC
1874,mama,I-LOC
2620,distritu,I-LOC
1488,sach'a,I-LOC
1560,',O
2573,distritu,I-LOC
2139,Buliwya,I-ORG
358,.,O
3327,distritu,I-LOC
4993,Veira,I-PER
2423,Hayt'ay,I-ORG
4815,Pedro,B-PER
1819,Trombone,O
171,Charlie,B-PER
2083,Chupa,B-LOC
4428,Casitas,B-LOC
2202,rikusqa,O
2290,Egretta,O
1060,ñawpa,I-ORG
1031,wari,I-ORG
4894,Teresa,I-PER
5307,Valery,B-PER
2983,Aplaw,B-LOC
3496,pruwinsya,I-LOC
1234,),O
5392,Rosa,I-LOC
1910,',O
2236,Lerdo,I-LOC
5102,Daniel,I-PER
2,',O
4113,Palkasu,B-LOC
2280,kancha,I-ORG
1688,Stéfano,I-PER
606,Pachantin,I-ORG
700,",",O
876,Bolívar,B-LOC
1183,.,O
2251,San,I-ORG
327,.,O
900,',O
1314,.,O
4576,Wasiqpa,I-ORG
2914,Gamarra,I-LOC
4809,María,B-PER
501,Belanov,I-PER
1990,simi,I-ORG
429,pruwinsya,I-LOC
3696,Mantaru,B-LOC
4906,III,I-PER
4776,Rodríguez,I-PER
1749,Rikch'arimuy,I-ORG
1249,Mejía,B-LOC
288,Brandt,I-PER
5066,Goyeneche,I-PER
3659,Qiru,B-LOC
217,',O
1633,Qhichwa,B-ORG
738,San,I-ORG
2141,',O
2103,sallqa,I-ORG
973,.,O
2310,',O
3862,Mesones,I-LOC
2239,.,O
3081,Anqu,B-LOC
1700,",",O
532,Llaqtap,I-ORG
3647,Antamarka,B-LOC
5265,Rufino,B-PER
3531,Chawlan,B-LOC
5252,Bolaños,I-PER
1371,PUSAPUNA,O
2033,sutichasqa,O
5078,Cuestas,I-PER
4925,de,I-PER
1407,2006,I-ORG
1134,Huk,O
2165,Amirika,B-ORG
1138,Ikwadur,I-LOC
5328,Bartola,I-PER
1794,.,O
747,(,O
5417,qucha,I-LOC
172,wawqinmi,O
5012,de,I-PER
5037,Bardeen,I-PER
1889,(,O
5295,Henry,I-PER
2188,',O
5146,Paz,I-PER
300,Fray,B-ORG
560,marka,I-LOC
3159,Ignacio,I-LOC
622,sp,O
1637,',O
4765,Tola,I-PER
2245,parki,I-ORG
1712,Pachantin,I-ORG
4590,Ulloa,I-PER
1648,.,O
4592,César,I-PER
138,pruwinsya,I-LOC
1356,del,I-PER
4995,Keller,I-PER
1860,',O
1961,Compañía,O
1486,Raúl,I-PER
746,pusapuna,O
2338,.,O
727,'Ateles,O
2413,José,B-PER
5317,Vladimir,B-PER
136,.,O
4746,Pallan,I-PER
1630,Piluta,B-ORG
5333,Widmaier,I-PER
136,Real,B-ORG
2311,",",O
2961,distritu,I-LOC
2144,',O
4020,Andoas,B-LOC
507,flora,I-ORG
2728,Comandante,B-LOC
5073,de,I-PER
2568,San,B-LOC
1146,San,I-PER
1858,Johann,B-PER
510,Podocarpus,B-ORG
4958,Lampard,I-PER
5214,III,I-PER
2722,distritu,I-LOC
4551,Panchuqa,I-PER
5075,Juanes,B-PER
1757,qhapaq,I-ORG
1076,wiqi,I-ORG
2839,distritu,I-LOC
1403,Urupampa,B-LOC
1628,José,B-PER
117,6,O
3093,Laramati,B-LOC
1470,Yachay,I-ORG
4664,Huillca,I-PER
2391,Eliodoro,B-PER
2287,atiq,O
3029,distritu,I-LOC
1150,suyu,I-LOC
5228,Peter,B-PER
2128,',O
494,FC,I-ORG
1089,.,O
5158,Martine,B-PER
387,",",O
1864,kumisyuntaq,O
144,k'ikllu,I-LOC
2550,Lurigancho,B-LOC
2467,Pakucha,I-LOC
85,Σωκράτης,O
35,kiti,I-LOC
1104,Piluta,B-ORG
3198,distritu,I-LOC
5375,llaqta,I-LOC
1942,Kukupin,B-ORG
1186,parkipi,I-ORG
3758,Santiago,B-LOC
5061,Rodríguez,I-PER
2420,marka,I-LOC
3181,distritu,I-LOC
2609,Castilla,I-LOC
908,****,O
865,Bioy,I-PER
1867,llaqta,I-ORG
259,Santu,B-LOC
1540,Huwan,B-PER
787,Tupaq,B-PER
674,distritu,I-LOC
900,',O
4493,Ricardopa,B-PER
3144,Wankaraylla,B-LOC
41,),I-LOC
1533,Sika,B-LOC
1870,-,O
3048,distritu,I-LOC
982,.,O
2157,Yakuywa,B-LOC
746,Jean-Baptiste,B-PER
1266,'Phleocryptes,O
3025,Allqa,B-LOC
415,1990,I-ORG
1461,Emérito,O
2285,.,O
1489,Manuel,B-PER
2148,.,O
148,Joanne,B-PER
4033,Pablo,I-LOC
5093,Roberto,B-PER
2696,Aqsu,B-LOC
345,',O
81,walla,I-LOC
223,llaqtanqa,I-LOC
4216,Chupa,B-LOC
2687,Mariscal,B-LOC
3360,distritu,I-LOC
2315,parki,I-ORG
2781,distritu,I-LOC
2011,Ramón,B-PER
5105,Luciano,B-PER
2180,Suntur,I-ORG
4876,Magna,I-PER
625,1958,I-ORG
2377,amachasqa,I-ORG
981,.,O
398,',O
33,15,O
1110,',O
3164,Chitilla,B-LOC
1528,12,O
4974,Busch,I-PER
1139,Mama,B-ORG
329,von,I-PER
1665,Wallqa,B-LOC
2135,Santa,B-LOC
1762,PUSAPUNA,O
1664,Willka,B-LOC
4145,Paymas,B-LOC
4200,Kallawaya,B-LOC
1037,',O
919,Tupaq,B-PER
1465,Simi,I-ORG
5299,Gutiérrez,I-PER
424,Peter,B-PER
3189,Chadín,B-LOC
3304,Khallka,B-LOC
1662,",",O
4179,Hatuntampu,B-LOC
555,2006,I-ORG
604,Piluta,B-ORG
3237,distritu,I-LOC
1740,Kashamarka,I-LOC
4557,Susana,B-PER
1817,Uma,B-LOC
97,Chupasapa,B-LOC
4208,Antonio,I-LOC
1247,pruwinsya,I-LOC
2376,(,O
4603,Leese,I-PER
1157,PUSAPUNA,O
1836,',O
482,Hayt'ay,I-ORG
207,',O
2268,(,O
4114,Kunstitusyun,B-LOC
819,1982,I-ORG
461,1990,I-ORG
3310,Taray,B-LOC
4665,Faustino,B-PER
2341,dolce,O
2168,(,O
3076,distritu,I-LOC
315,mama,I-ORG
392,Minh,I-LOC
1329,Uru,B-LOC
5149,Stuart,I-PER
154,),O
1682,Kupa,I-ORG
4441,Abad,I-LOC
5338,Mozartqa,I-PER
4408,distritu,I-LOC
659,-2006,O
981,12,O
5426,Kachi,B-LOC
4965,Gabriel,B-PER
1325,',O
1806,.,O
1937,",",O
3024,Punta,B-LOC
1707,Bernardo,B-ORG
915,**,O
79,Chiwlipakuy,B-LOC
1741,Scarabaeidae,O
2766,distritu,I-LOC
290,Hayt'ay,I-ORG
2090,.,O
874,",",O
54,K,I-LOC
1256,Ollanta,B-PER
2160,suri,I-LOC
2780,distritu,I-LOC
917,Centro,B-ORG
2151,**,O
320,',O
4367,Awajún,B-LOC
1316,pruwinsya,I-LOC
2344,Pardo,I-PER
1811,',O
5442,Españapimi,B-LOC
3124,Sara,I-LOC
3266,Yuraqyaku,I-LOC
3195,Santiago,B-LOC
4759,Tenorio,I-PER
1817,.,O
2086,.,O
5066,de,I-PER
1663,distritu,I-LOC
1330,allpa,I-ORG
1527,Antoine,B-PER
589,mama,I-ORG
1658,Avogadro,I-PER
2090,',O
900,Rummenigge,I-PER
1291,),I-LOC
1541,Warani,I-LOC
4334,Sacanche,B-LOC
1776,-,I-ORG
429,Tamayo,I-LOC
1232,hunuchá,O
5032,Urqupi,I-PER
2529,distritu,I-LOC
1454,kiti,I-LOC
2263,llaqta,I-LOC
2136,Simón,B-PER
2041,Juan,B-PER
3923,Pakaraw,B-LOC
5134,Thatcher,I-PER
671,',O
1207,Antonio,B-PER
2392,),I-LOC
1368,),O
2692,Ayha,B-LOC
555,Pachantin,I-ORG
5156,Adán,I-PER
1557,",",O
1243,黄現璠,O
1971,',O
1356,Rosario,I-PER
1898,de,I-PER
3622,Wankanu,B-LOC
596,Luis,I-ORG
1871,País,I-ORG
18,",",O
583,llaqta,I-ORG
3945,distritu,I-LOC
1976,Mamallaqtap,I-ORG
4583,Llaqtap,I-ORG
709,patu,I-LOC
1991,',O
3753,pruwinsya,I-LOC
264,Sebastián,I-ORG
3846,La,B-LOC
260,marka,I-LOC
2401,parki,I-ORG
2450,Pachantin,I-ORG
5012,Suárez,I-PER
2008,',O
5130,Chamorro,I-PER
996,Andriy,B-PER
3372,Antawayllacha,B-LOC
1642,Puka,I-ORG
2815,del,I-LOC
272,",",O
703,Podocarpus,B-ORG
5140,de,I-PER
3735,Cajas,I-LOC
4018,López,I-LOC
1844,.,O
5313,Victoria,B-PER
3031,distritu,I-LOC
1504,1990,I-ORG
4319,pruwinsya,I-LOC
4380,Banda,I-LOC
4630,Mariawan,B-PER
5385,llaqta,I-LOC
974,ukuchakuna,I-LOC
335,Jean-Baptiste,B-PER
3608,Naska,B-LOC
